gene_callers_id	MIT1002_ac_a	MIT1002_ac_b	MIT1002_ac_c	MIT1002_glc_a	MIT1002_glc_ac_5_a	MIT1002_glc_ac_5_c	MIT1002_glc_ac_8_a	MIT1002_glc_ac_8_b	MIT1002_glc_ac_8_c	MIT1002_glc_b	MIT1002_glc_c
3715	5.881058911260253	1.7874720357941833	1.8758389261744965	6.7979120059656974	12.474645786726324	24.149142431021627	6.560029828486204	6.415734526472781	9.700223713646533	6.594705443698732	12.879567486950037
3716	12.025458248472505	3.484725050916497	3.5723014256619146	6.855057705363205	22.170739986422266	37.07637474541752	8.06551255940258	7.420230821452817	13.12152070604209	3.2002715546503735	5.756958587915818
3717	95.25134843581445	24.398597626752967	24.630528586839265	20.374865156418554	60.571736785329016	102.44768069039914	45.17152103559871	38.89536138079827	66.80744336569579	11.346278317152104	23.494066882416398
3718	24.987903225806452	7.839381720430108	7.230510752688172	10.317204301075268	18.698924731182796	29.771505376344088	11.385752688172044	11.068548387096774	17.518145161290324	4.543010752688172	9.46236559139785
3719	13.935761848805328	3.238151194672934	3.8711320015667843	8.228750489620055	26.946729338033684	48.32001566784175	10.739913826870348	9.236192714453583	17.37759498629064	4.073638856247552	9.148844496670584
3720	3.5558194774346794	1.7949326999208235	1.6539984164687254	3.6619160728424385	9.209026128266034	20.56057007125891	3.0467141726049087	2.6761678543151226	6.524148851939826	2.0855106888361044	6.182897862232779
3721	7.695364238410596	2.6519499632082413	1.8771155261221486	12.933038999264165	32.242089771891095	51.838116261957325	7.431199411331861	4.910228108903605	11.52391464311994	6.543782192788815	15.660044150110375
3722	67.5878243512974	21.037924151696608	20.460079840319363	31.631736526946106	63.19760479041916	114.48902195608783	50.35429141716567	46.99800399201597	84.78542914171656	18.218562874251496	40.17365269461078
3723	56.1363926067559	16.095602294455066	15.270235818992989	23.380497131931165	44.723390694710005	79.78138942001274	31.449330783938816	28.764181007010833	45.712555768005096	11.604206500956023	25.105799872530273
3724	73.90251572327044	26.315094339622643	13.183647798742138	40.98050314465409	24.60691823899371	40.4559748427673	37.78176100628931	34.91320754716981	42.54716981132076	21.425157232704404	48.668553459119494
3725	54.8989417989418	26.253968253968253	9.321164021164021	40.9984126984127	9.456613756613757	18.133862433862433	82.0936507936508	75.85714285714286	92.21216931216931	22.19100529100529	51.55925925925926
3726	123.71052631578948	69.97368421052632	14.62280701754386	306.49122807017545	12.31578947368421	31.70175438596491	202.26315789473685	206.66666666666666	288.7894736842105	137.25438596491227	284.56140350877195
3727	116.4872471416007	62.38874230430959	16.781882145998242	296.5672823218997	15.852242744063325	32.37203166226913	275.5452946350044	279.193491644679	431.8812664907652	109.89094107299913	271.2673702726473
3728	93.07273877292853	52.45161290322581	12.120809614168248	213.61290322580646	14.387729285262493	29.456040480708413	413.0025300442758	429.4503478810879	733.53889943074	77.33839342188489	206.8741302972802
3729	41.539603960396036	13.257425742574258	11.272277227722773	17.78877887788779	18.77227722772277	33.47194719471947	20.02145214521452	18.504950495049506	36.552805280528055	10.427392739273927	22.75907590759076
3730	56.07816091954023	18.72567049808429	16.648275862068967	23.750191570881228	67.01149425287356	129.73486590038314	37.4	35.98390804597701	69.1088122605364	12.797701149425288	24.488888888888887
3731	343.06233062330625	131.81571815718158	100.70731707317073	105.63414634146342	264.8292682926829	422.5880758807588	219.31436314363143	174.05962059620597	281.61517615176155	55.303523035230356	106.46612466124661
3732	27.525495750708217	7.384796978281398	7.223796033994335	12.797450424929178	14.779981114258735	25.89660056657224	10.990557129367328	8.998583569405099	15.128423040604345	5.292728989612843	13.656279508970727
3733	98.11366538952745	25.596424010217113	23.79310344827586	29.98722860791826	54.57088122605364	96.32183908045977	36.95402298850575	34.6360153256705	61.57726692209451	16.17241379310345	32.15325670498084
3734	33.983050847457626	11.88135593220339	6.214689265536723	5.468926553672317	7.096045197740113	17.71186440677966	7.5875706214689265	6.305084745762712	10.649717514124294	3.3446327683615817	9.525423728813559
3735	110.85342789598108	32.48936170212766	15.721040189125295	27.236406619385342	30.19858156028369	39.61702127659574	24.148936170212767	31.465721040189127	62.47517730496454	23.91016548463357	35.650118203309695
3736	122.86337625178827	38.45207439198855	14.983547925608011	37.68025751072961	18.930615164520745	32.97639484978541	15.854792560801144	15.603004291845494	26.86051502145923	16.78612303290415	40.820457796852644
3737	101.00456621004567	27.72478206724782	6.77708592777086	15.93233706932337	14.389788293897883	23.498962224989622	7.58862598588626	6.293482772934828	11.18098796180988	8.835616438356164	17.431714404317145
3738	594.976076555024	147.50079744816586	24.596491228070175	146.58373205741626	119.02551834130782	184.96969696969697	59.48006379585327	40.42583732057416	95.36044657097288	75.65071770334929	164.77830940988835
3739	395.29977628635345	102.27293064876957	23.953020134228186	95.43624161073825	71.68232662192393	108.75391498881432	38.84787472035794	30.313199105145415	69.84116331096197	47.54586129753915	113.29082774049218
3740	265.25026968716287	75.13915857605178	24.031283710895362	65.79072276159654	45.96655879180151	86.10463861920172	30.445523193096008	23.60302049622438	51.973031283710895	37.78532901833873	89.07335490830637
3741	305.19674185463657	90.32456140350877	47.457393483709275	98.89724310776943	88.88345864661655	171.6892230576441	87.65037593984962	78.64285714285714	150.3032581453634	52.99498746867168	108.98621553884712
3742	201.51709401709402	59.5940170940171	44.8034188034188	69.37179487179488	100.46581196581197	169.44017094017093	66.86752136752136	58.3974358974359	107.42307692307692	40.01282051282051	84.61538461538461
3743	94.63011152416357	26.152416356877325	24.763940520446095	29.02478314745973	66.47397769516729	117.93122676579925	41.99628252788104	33.36988847583643	64.40458488228005	15.447955390334572	32.48017348203222
3744	68.0453514739229	18.552154195011337	18.43310657596372	46.15873015873016	55.61451247165533	106.43764172335601	42.59297052154195	42.67573696145125	76.21995464852608	24.92517006802721	46.77437641723356
3745	41.22119815668203	11.934715821812595	12.079877112135177	29.330645161290324	37.58256528417819	75.98540706605223	30.482334869431643	28.541858678955453	49.12557603686636	14.26804915514593	28.95583717357911
3746	103.28971193415637	22.869958847736626	27.920164609053497	16.706172839506173	82.79341563786008	136.37366255144033	24.223045267489713	23.70864197530864	36.60164609053498	8.375308641975309	19.58106995884774
3747	59.3733850129199	14.71188630490956	18.444444444444443	4.844961240310077	62.62919896640827	80.10206718346254	23.602067183462534	11.983204134366925	16.325581395348838	1.9276485788113695	4.844961240310077
3748	129.04166666666666	39.604166666666664	45.5625	7.625	44.328125	44.854166666666664	24.177083333333332	16.046875	23.9375	6.65625	9.578125
3749	1447.0785440613026	390.8103448275862	430.33716475095787	63.53256704980843	74.33716475095785	72.2183908045977	151.07662835249042	84.71264367816092	130.11494252873564	37.60153256704981	68.4272030651341
3750	1318.375	347.86309523809524	402.9797619047619	15.226190476190476	83.6297619047619	53.88690476190476	136.5797619047619	76.91071428571429	114.8702380952381	15.661904761904761	28.52857142857143
3751	2209.777108433735	540.9598393574297	574.2128514056225	12.789156626506024	157.09839357429718	109.93775100401606	192.47590361445782	121.80923694779116	174.2690763052209	16.7429718875502	24.73694779116466
3752	133.1917211328976	34.55265068990559	36.218591140159766	10.258533042846768	14.993464052287582	22.917937545388526	17.936092955700797	16.799564270152505	28.769063180827885	7.853304284676834	11.742919389978214
3753	420.7352941176471	104.52352941176471	121.7	11.968627450980392	23.773529411764706	29.499019607843138	24.912745098039217	19.65	25.283333333333335	6.229411764705882	10.31078431372549
3754	1121.1060606060605	266.10227272727275	280.74147727272725	29.806818181818183	79.96117424242425	105.09564393939394	74.31723484848484	54.57670454545455	76.33143939393939	17.591856060606062	30.05871212121212
3755	876.6179941002949	246.8746312684366	72.38938053097345	171.21386430678467	546.0575221238938	963.0206489675517	359.0014749262537	354.64159292035396	574.8318584070796	90.81710914454277	192.9410029498525
3756	86.35849056603773	23.58700209643606	24.563941299790358	27.664570230607968	57.283018867924525	93.60167714884696	47.333333333333336	46.79664570230608	78.70020964360587	15.553459119496855	34.16352201257862
3757	50.704301075268816	15.856989247311828	16.761290322580646	23.258064516129032	33.63870967741936	58.910752688172046	39.33548387096774	37.15483870967742	72.1010752688172	15.023655913978494	24.379569892473118
3758	95.71034482758621	25.413793103448278	25.167816091954023	68.72413793103448	51.18390804597701	79.20919540229885	53.0	45.754022988505746	92.53103448275863	32.99080459770115	68.91724137931034
3759	129.3400447427293	30.75391498881432	36.92617449664429	139.3020134228188	52.950782997762865	86.66219239373602	51.97315436241611	60.15212527964206	115.82997762863535	68.65324384787472	143.3020134228188
3760	28.75886524822695	7.070921985815603	7.047872340425532	197.11170212765958	17.166666666666668	26.48581560283688	18.904255319148938	17.670212765957448	32.466312056737586	90.47340425531915	233.93617021276594
3761	36.85897435897436	8.504273504273504	8.286324786324787	435.2435897435897	12.525641025641026	17.337606837606838	32.243589743589745	33.02991452991453	68.22649572649573	185.4017094017094	481.61538461538464
3762	50.79545454545455	11.3125	11.994318181818182	10.217803030303031	24.299242424242426	46.23674242424242	12.863636363636363	13.024621212121213	24.986742424242426	7.590909090909091	14.450757575757576
3763	313.1005291005291	99.29629629629629	86.17460317460318	138.85008818342152	230.91534391534393	369.42504409171073	99.53086419753086	78.39329805996472	140.42151675485007	88.25396825396825	162.13932980599648
3764	2350.61716937355	745.6419180201083	742.6241299303945	250.69760247486465	1959.9922660479506	2887.410672853828	428.16860015467904	370.8414539829853	586.9752513534416	110.04176334106728	243.93580819798916
3765	68.71594202898551	19.21256038647343	21.006763285024153	22.27391304347826	50.15942028985507	92.85845410628019	37.23236714975845	33.35942028985507	57.62173913043478	11.33864734299517	24.10048309178744
3766	67.990990990991	20.313063063063062	18.36261261261261	26.53153153153153	45.6554054054054	93.63513513513513	37.5990990990991	33.9481981981982	53.72522522522522	15.56081081081081	25.626126126126128
3767	41.30563798219585	12.784371909000988	13.88427299703264	49.36993076162216	48.612265084075176	91.83481701285855	23.152324431256183	24.538081107814044	39.55291790306627	12.888229475766568	27.72205736894164
3768	48.20338983050848	15.740112994350282	16.691525423728812	41.76271186440678	25.410169491525423	49.36158192090395	20.27457627118644	20.312994350282487	37.73898305084746	22.223728813559323	47.5774011299435
3769	516.673289183223	148.4466519499632	152.52317880794703	20.769683590875644	383.4981604120677	778.457689477557	173.7225901398087	138.8991905813098	225.94701986754967	16.408388520971304	33.047093451066964
3770	80.07107107107107	28.155155155155157	28.07907907907908	71.06306306306307	52.528528528528525	89.05305305305305	96.30630630630631	89.29929929929929	172.83883883883883	37.76476476476476	78.30730730730731
3771	172.18012999071496	40.96378830083565	49.55896007428041	47.6480965645311	111.76880222841226	192.1857010213556	70.8811513463324	60.81058495821727	98.26183844011142	23.414113277623027	52.199628597957286
3772	256.98234683281413	69.55711318795431	72.20404984423676	49.68328141225337	189.3509865005192	331.43873312564904	106.79906542056075	92.48805815160955	143.99117341640707	29.533229491173415	57.97144340602284
3773	230.58064516129033	60.43988269794721	64.51808406647116	40.810361681329425	168.10948191593354	275.3763440860215	87.40469208211144	88.7683284457478	151.6930596285435	27.6891495601173	52.043010752688176
3774	25.555217831813575	6.396149949341439	7.701114488348531	16.05065856129686	17.82776089159068	27.081053698074975	16.836879432624112	15.930091185410335	30.031408308004053	11.382978723404255	23.322188449848024
3775	399.2193126022913	114.0987452264048	131.77304964539007	81.29459901800327	223.07310420076377	385.4064375340971	72.44735406437535	55.126568466994	97.16093835242772	32.11347517730496	60.97926895799236
3776	398.7819209039548	101.7774011299435	133.5401129943503	25.09717514124294	355.954802259887	558.6282485875706	61.6045197740113	39.610169491525426	50.52881355932203	12.429378531073446	21.784180790960452
3777	154.00384245917388	43.2180595581172	41.45148895292988	40.0566762728146	103.07684918347742	183.014409221902	64.6685878962536	53.86839577329491	91.89529298751201	22.579250720461093	43.0509125840538
3778	447.896983075791	121.48712288447388	134.8550404709345	80.08020603384841	278.35540838852097	484.2538631346578	155.51434878587196	132.41721854304635	208.81604120676968	52.14643119941133	105.02281089036056
3779	546.4127988748241	136.19479606188466	423.38818565400845	65.29606188466948	485.17791842475384	592.0492264416315	120.34106891701829	103.80520393811533	179.86990154711674	29.149789029535864	68.23628691983123
3780	147.0180790960452	35.89943502824859	84.42485875706215	29.961581920903956	125.4180790960452	183.535593220339	43.43050847457627	35.85875706214689	58.058757062146896	14.603389830508474	26.84406779661017
3781	51.309653916211296	10.806921675774134	14.774134790528233	14.754098360655737	40.28051001821493	64.76502732240438	22.17304189435337	20.33151183970856	35.78688524590164	8.553734061930783	12.914389799635702
3782	49.37837837837838	12.008316008316008	13.30977130977131	16.625779625779625	34.36105336105336	60.02356202356202	21.823977823977824	18.11088011088011	31.764379764379765	9.162855162855163	18.344421344421345
3783	104.43516100957355	27.715404699738905	25.054830287206265	30.377719756309833	68.54482158398608	107.0313315926893	46.74586597040905	43.58659704090513	70.90861618798955	16.84508268059182	39.079199303742385
