Accession	DSS3_ac_a	DSS3_ac_b	DSS3_ac_c	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_a	DSS3_glc_b	DSS3_glc_c
SPO0310	6.42238E-05	8.38841E-05	6.42238E-05	0.000106166	0.000106166	6.42238E-05	8.38841E-05	3.27672E-05	4.71848E-05	4.93644E-06	1.45478E-05	9.32568E-05
SPO0311	5.90162E-05	0.000419671	0.000321311	0.000132787	0.000236065	0.000132787	0.000163934	0.000368851	0.000321311	0.000738341	0.000133986	0.001372947
SPO0312	0.001552486	0.002200236	0.002379775	0.002379775	0.002759976	0.002566355	0.004312462	0.010649142	0.011039904	0.004448349	0.003514745	0.003227951
SPO0313	4.35856E-06			3.92271E-05				3.92271E-05	3.92271E-05	9.76318E-05		
SPO0315	4.8457E-05			8.61457E-05	8.61457E-05		2.15364E-05	5.38411E-06	0.000263821	4.93644E-06	2.4408E-05	2.4408E-05
SPO0316	0.004104812	0.005051844	0.003255989	0.004910541	0.006254426	0.003371237	0.00793804	0.007585283	0.007071179	0.010257441	0.013479291	0.001974576
SPO0317	0.000978815	0.001510916	0.00065524	0.002158066	0.001585518	0.001661918	0.002158066	0.001585518	0.001585518	0.00586401	0.002124585	0.002054441
SPO0318	3.14941E-05	4.92096E-05	7.08618E-05	9.64508E-05	0.000125977	1.77154E-05	4.92096E-05	9.64508E-05	3.14941E-05	8.98656E-05	2.4408E-05	4.93644E-06
SPO0319	0.00047805	0.000952792	0.000661661	0.000875047	0.000952792	0.000423463	0.001488738	0.00047805	0.001205878	0.002953362	0.001763474	0.001977044
SPO0321	2.13688E-06		3.41901E-05	1.92319E-05		8.54753E-06	1.92319E-05	8.54753E-06	3.41901E-05	1.34274E-06	2.69205E-06	
SPO0322	0.000823768	0.000650879	0.000498329	0.000650879	0.000650879		0.001230568	0.001993316	0.001993316	0.000390527	0.000494261	0.000219672
SPO0325	0.013216905	0.074965206	0.01464477	0.009082046	0.009667837	0.008237683	0.039268579	0.012530432	0.015763722	0.00976318	0.001838205	0.001865916
SPO0326	0.030350912	0.125568137	0.037776766	0.034620743	0.038238862	0.088488028	0.184057795	0.118938663	0.092769095	0.068561933	0.042645715	0.016754315
SPO0330							1.57358E-06		1.57358E-06			
SPO0331	7.34196E-05	2.64311E-05	0.000143902	2.64311E-05	4.69886E-05	2.64311E-05	4.69886E-05	0.000105724	0.00023788	3.35684E-05	5.49179E-05	1.5781E-06
SPO0332	0.001453011	0.002193157	0.000929927	0.001623814	0.00189781	0.000523084	0.002092336	0.001214599	0.000997537	0.001263728	0.009595653	0.007908176
SPO0334	5.21785E-06	0.000130446	0.000105661	2.08714E-05	1.17402E-05	0.000105661	3.26116E-05	0.000187843	0.000130446	0.000488159	7.8983E-05	0.000390527
SPO0335	1.61144E-05	5.22107E-05	0.000108933	7.79937E-05	9.2819E-05	7.79937E-05	7.79937E-05	7.79937E-05	9.2819E-05	0.000878686	0.000231911	0.000434318
SPO0336	4.92096E-05	0.000637756	0.001041275	9.64508E-05	0.000125977	0.000568863	0.001041275	0.001434951	0.001543212	0.000390527	0.000208565	0.001763474
SPO0337	3.61599E-05	2.034E-05	2.034E-05	8.13598E-05	0.00014464	3.61599E-05	8.13598E-05	2.034E-05		1.97458E-05	9.76318E-05	9.76318E-05
SPO0338		2.93875E-05	1.65305E-05	2.93875E-05	1.65305E-05	4.5918E-05	2.93875E-05	2.93875E-05	4.5918E-05	0.000219672	0.000123759	9.76318E-05
SPO0339	0.000578559	0.000442959	0.000815858	0.000815858	0.000815858	0.000815858	0.000325439	0.000442959	0.000273459	0.001031236	0.001031236	0.002556178
SPO0340	0.005992231	0.004717946	0.002971747	0.004868911	0.003998783	0.002407115	0.005992231	0.003214242	0.005992231	0.002963098	0.004591797	0.01915909
SPO0343	0.005671202	0.009873186	0.009059264	0.005208448	0.005514762	0.005829829	0.007001484	0.007355934	0.005990645	0.00881127	0.002067497	0.001965414
SPO0344	0.007373493	0.009134768	0.008572766	0.009134768	0.008162973	0.008028605	0.007373493	0.00942246	0.007245816	0.032517492	0.006221148	0.026580258
SPO0344a		0.000159761	8.98656E-05	8.98656E-05	8.98656E-05	3.99403E-05	3.99403E-05	2.24664E-05	8.98656E-05	4.35856E-06		
SPO0346	0.004126313	0.009152981	0.006502353	0.006502353	0.005650565	0.007180421	0.006950662	0.009152981	0.006502353	0.001644851	0.009281123	0.015760398
SPO0346a	0.000939128	0.001433064	0.001299832	0.001173098	0.000731155	0.001719027	0.000636918	0.001299832	0.001052864	0.000494261	0.000494261	0.000264487
SPO0347	0.014111269	0.020589367	0.013015678	0.014675664	0.014675664	0.012484482	0.012748697	0.009529706	0.011964353	0.021967155	0.021241019	0.034758031
SPO0348		3.67098E-05	5.28621E-05	7.19512E-05	7.19512E-05	2.34943E-05	3.67098E-05	5.28621E-05	5.28621E-05	5.49179E-05	1.34274E-06	4.5575E-06
SPO0349	0.018206996	0.034605135	0.037591295	0.021913954	0.025964148	0.036082769	0.04070102	0.10133895	0.056223905	0.011357822	0.052776091	0.077324387
SPO0352	0.006260639	0.009174178	0.011130025	0.008910187	0.011130025	0.010839057	0.003730563	0.005210455	0.004439678	0.00015255	0.000494261	0.000298997
SPO0354	0.000201904	3.23046E-05	3.23046E-05	3.23046E-05	0.000201904			3.23046E-05				
SPO0355	0.00417665	0.004682473	0.004014466	0.004014466	0.003251717	0.003397844	0.003108802	0.002318755	0.002699327	0.000399852	0.000316161	0.000724716
SPO0360	0.007076275	0.005139985	0.005995279	0.006144224	0.005848161	0.002664568	0.006758281	0.008775897	0.009506917	0.019825358	0.004009623	0.003630757
SPO0360a	0.000212585	0.00037793	0.000590515	9.44824E-05	0.000212585	0.000590515	0.000590515	0.000714523	0.000850342	7.8983E-05	4.4428E-05	0.000298997
SPO0361	0.002171271	0.003564362	0.001783241	0.002171271	0.002597468	0.00122134	0.004293773	0.010688845	0.001783241	0.000315932	0.003604611	0.000615326
SPO0362	6.18686E-05	3.74267E-05	1.22209E-05	0.000171857	0.00033684	0.000171857	3.05524E-06	1.90952E-05		0.000998507	0.000515019	0.000878686
SPO0365	9.44202E-05	6.937E-05	4.81736E-05	9.44202E-05	6.937E-05	6.937E-05	4.81736E-05	6.937E-05	6.937E-05	2.14838E-05	8.76349E-06	9.76318E-05
SPO0366	0.000232703	0.000188489	0.000114024	0.000281571	0.000393268	0.000114024	5.81757E-05	8.37731E-05	0.000232703	0.000390527	0.000173088	0.000390527
SPO0367	0.000632863	0.001025134	0.000334738	0.001025134	0.000423652	0.000334738	0.00075316	0.000334738	0.008792092	0.001372947	0.002202818	0.001977044
SPO0368	0.00427469	0.007599448	0.008918797	0.003483905	0.003701598	0.004889011	7.42134E-06	7.42134E-06		5.49179E-05	0.00015255	0.00015255
SPO0369			2.60521E-05	9.37877E-06	9.37877E-06			1.04209E-06				
SPO0370	0.026977771	0.059865631	0.022697255	0.024791321	0.021684867	0.016384264	0.015525852	0.017265774	0.018170379	0.000967542	0.000707133	0.002690977
SPO0371	3.67651E-05			3.67651E-05	0.000186123		2.06804E-05	2.06804E-05			6.10199E-06	
SPO0373	1.06293E-05	1.06293E-05	4.25171E-05	2.95257E-05	4.25171E-05	4.25171E-05	1.06293E-05		2.95257E-05	5.37094E-06	3.99403E-05	
SPO0374	5.18093E-05	0.000132632	7.46054E-05	5.18093E-05	5.18093E-05	0.000101546	5.18093E-05	1.86514E-05	3.3158E-05	9.76318E-05	2.14838E-05	3.35684E-05
SPO0378	0.000621468	0.000431575	0.000130551	0.000276208	0.000242761	0.000130551	0.000276208	8.73939E-05	0.000107894	0.001372947	0.001977044	0.00048388
SPO0379	0.005003814	0.010063869	0.008814983	0.003500188	0.005564572	0.00447283	0.024620417	0.010063869	0.011122527	0.014058979	0.012911806	0.003630757
SPO0381									2.52174E-05			
SPO0382	0.000848731	0.001421404	0.001985267	0.000951518	0.001295122	0.001295122	0.001985267	0.001691588	0.001174714	0.00119599	0.00119599	0.000878686
SPO0384		1.12077E-05		2.80193E-06			2.80193E-06				6.10199E-06	6.10199E-06
SPO0385	2.50894E-05	6.96928E-05	0.000100358	1.11508E-05	4.46034E-05	2.50894E-05	4.46034E-05	6.96928E-05	6.96928E-05	0.00015255	5.97746E-05	9.06901E-05
SPO0386	0.000172498	0.000506934	0.000689994	0.000225304	5.6326E-05	0.000425966	0.000792085	0.000689994	0.001270856	0.000878686	0.000393199	0.00119599
SPO0388	0.000430541	0.000690779	0.000765406	0.00084386	0.001102185	0.001102185	0.00353809	0.002344056	0.002910457	0.000857682	0.004783958	0.001290369
SPO0389	3.5894E-06											
SPO0390							1.57358E-06					
SPO0392	0.000935879	0.001878257	0.002346196	0.001462311	0.001878257	0.003145593	0.001878257	0.003004236	0.003004236	0.000482446	0.000484728	0.002440795
SPO0395				2.54774E-05	2.54774E-05	2.54774E-05						
SPO0397	0.000118545	0.000118545	4.89906E-05	0.000174794	0.000218341	4.89906E-05	0.000154835	4.89906E-05	2.17736E-05	0.000390527	0.000610199	0.000610199
SPO0398	0.002719208	0.003653233	0.002361048	0.002477625	0.002719208	0.001623659	0.003511374	0.002844213	0.002247279	0.016063482	0.012231712	0.00217697
SPO0399	9.44202E-05	4.81736E-05	0.000325653	4.81736E-05	9.44202E-05	1.73425E-05	9.44202E-05	0.000123324	0.000192694		1.97458E-05	0.00015255
SPO0401	0.002047906	0.00159439	0.002977967	0.002295922	0.00269452	0.001929212	0.001814062	0.003125005	0.00269452	0.005491789	0.003327569	0.00586401
SPO0402	2.7241E-05	2.7241E-05	6.9737E-05			4.35856E-06		1.08964E-06	1.74343E-05		3.24958E-06	
SPO0403	4.71803E-05	1.69849E-05	7.54885E-06	4.71803E-05	4.71803E-05	3.01954E-05	6.79397E-05	3.01954E-05	1.69849E-05	8.76349E-06		5.49179E-05
SPO0404		2.57428E-05	4.57649E-05	4.57649E-05	4.57649E-05	4.57649E-05	4.57649E-05	7.15077E-05	2.57428E-05			2.4408E-05
SPO0405		1.26248E-05		2.84058E-05	1.26248E-05					2.4408E-05		
SPO0407	8.01721E-06	2.0043E-06	8.01721E-06	3.20688E-05	8.01721E-06	3.20688E-05	1.80387E-05	5.01076E-05	1.80387E-05		2.4408E-05	1.34274E-06
SPO0408	0.000794792	0.002319522	0.001502653	0.000862404	0.000794792	0.001412963	0.001412963	0.001595102	0.002919755	0.001562109	0.002202818	0.001977044
SPO0409	5.81911E-05	5.81911E-05	5.81911E-05	9.09237E-05	5.81911E-05	1.45478E-05	3.27325E-05	1.45478E-05	0.000232765	7.4888E-05	3.55686E-05	5.49179E-05
SPO0410	6.34889E-06	1.4285E-05	1.4285E-05	1.58722E-06	1.4285E-05	6.34889E-06	6.34889E-06	1.4285E-05	5.714E-05		6.10199E-06	6.10199E-06
SPO0412	0.000354309	0.000428714	0.000797195	0.000173611	0.000226758	0.00028699	0.000226758	0.001023953	0.000598782	0.000359463	0.000610199	9.99629E-05
SPO0413			5.45091E-06	5.45091E-06			6.67736E-05	8.72145E-05	3.40682E-05	0.000249627	0.00015255	6.54739E-05
SPO0414	0.000553271	0.00089129	0.001309517	0.000688315	0.00089129	0.001120456	0.000596649	0.000838091	0.00089129	0.000978854	0.002030987	0.001943453
SPO0415	4.42886E-05	6.37756E-05	6.37756E-05	0.000177154	8.68057E-05	7.08618E-06	2.83447E-05	2.83447E-05	0.000299391	0.00015255	4.14475E-05	6.66479E-05
SPO0416		1.44902E-06								1.6105E-06		
SPO0417	8.47498E-07	2.11875E-05	1.356E-05	1.356E-05	7.62748E-06	1.356E-05	2.11875E-05	4.15274E-05	3.05099E-05	0.00048883	0.000116985	0.000219672
SPO0419	2.82536E-05	1.58926E-05	2.82536E-05	2.82536E-05	4.41462E-05	7.06339E-06	1.58926E-05	2.82536E-05	1.58926E-05	0.000313817	5.49179E-05	1.1107E-05
SPO0420	0.000403994	0.000511304	0.000456071	0.000569694	0.000456071	0.000569694	0.00063124	0.000403994	0.00142029	0.000516874	0.003604611	0.000710307
SPO0421	1.89372E-05	5.26033E-05	5.26033E-05	3.36661E-05	3.36661E-05	8.41653E-06	8.41653E-06	3.36661E-05	3.36661E-05		2.17928E-06	2.4408E-05
SPO0422	0.002725981	0.001513386	0.001073205	0.002725981	0.001848763	0.001007177	0.003405119	0.001937847	0.002029027	0.00148103	0.001674673	0.007053898
SPO0425	0.000467386	0.000565537	0.000515293	0.000467386	0.000515293	0.000565537	0.000565537	0.000673036	0.000515293	0.002440795	0.002440795	0.002556178
SPO0426	0.000526296	0.000287523	0.000481526	0.000438746	0.000397956	0.000573056	0.000481526	0.000573056	0.000526296	0.002953362	0.003227951	0.001871758
SPO0428	1.98349E-05	4.95873E-06	6.07444E-05	4.95873E-06	1.11571E-05	0.000100414	1.11571E-05	6.07444E-05	6.07444E-05	5.56131E-06		5.37094E-06
SPO0429	6.37756E-05	2.83447E-05	4.42886E-05	1.59439E-05	4.42886E-05	6.37756E-05			7.08618E-06	2.4408E-05		
SPO0430	0.002186798	0.003750036	0.002400023	0.004170288	0.003352099	0.003099204	0.003750036	0.003887641	0.004170288	0.001695182	0.004692392	0.001426631
SPO0433	1.63836E-05	1.04855E-05	1.04855E-05	6.55345E-07	5.8981E-06	1.04855E-05	5.8981E-06	2.35924E-05	2.62138E-06	3.99403E-05	1.23411E-06	8.82215E-06
SPO0434	9.50959E-06	9.50959E-06	8.55863E-05	5.94349E-05	5.94349E-05	5.94349E-05	2.13966E-05	3.80384E-05	3.80384E-05	0.000298997	0.000159229	0.00015255
SPO0435		2.60274E-06		4.16439E-05	4.16439E-05		4.16439E-05		9.36988E-05			
SPO0436		2.67892E-06										
SPO0437	0.000807616	0.000290742	0.001162967	0.000516874	0.000977215	0.000654169	0.000807616	0.002067497	0.004651868	1.03619E-05	5.19933E-05	0.000159761
SPO0438	0.000857906	0.000427469	0.000427469	0.000857906	0.000857906	0.000240451	0.000501682	0.000581833	0.000359193	0.000253268	0.000421869	0.001031236
SPO0440										2.4408E-05		
SPO0442											1.29983E-05	
SPO0446	0.002799716	0.004341603	0.004608717	0.004211036	0.004745264	0.004608717	0.004474163	0.005166866	0.005311387	0.019135833	0.01289758	0.005054914
SPO0449	6.44576E-05	2.32047E-05	6.44576E-05	2.32047E-05	2.32047E-05	2.5783E-06	1.03132E-05	4.12529E-05	1.03132E-05		5.31463E-05	2.4408E-05
SPO0451	0.000110722	7.08618E-05	7.08618E-05	0.000110722	7.08618E-05	8.96845E-05	2.76804E-05	9.96494E-06	2.76804E-05	6.10199E-06		5.49179E-05
SPO0452	0.000317739	0.000317739		0.000317739	0.000192213	0.000392271		0.000251053		0.000219672	0.000112292	0.000298997
SPO0454	7.49732E-06	1.6869E-05	1.6869E-05		1.6869E-05	2.99893E-05	7.49732E-06	7.49732E-06			6.10199E-06	
SPO0455	0.001091343	0.001091343	0.001371945	0.001091343	0.001227635	0.001091343	0.001026203	0.001447106	0.002505378	0.011813448	0.00976318	0.004320838
SPO0456	4.8457E-05	0.000134603		8.61457E-05	4.8457E-05				0.000193828	3.80713E-06		9.98507E-06
SPO0461	2.36489E-05	6.56913E-05	0.000128755	6.56913E-05	6.56913E-05	6.56913E-05	4.20424E-05	4.20424E-05	1.05106E-05		2.4408E-05	
SPO0462	0.00018306	0.000127125	5.08499E-06	0.000127125	4.57649E-05	4.57649E-05	2.034E-05	4.57649E-05	0.000325439	1.1107E-05	0.000359463	3.08527E-05
SPO0463	6.50879E-05	1.6272E-05	3.66119E-05	3.66119E-05	6.50879E-05	4.06799E-06			1.6272E-05	4.90338E-06	2.4408E-05	3.1929E-06
SPO0467												5.37094E-06
SPO0468		3.63695E-06		3.63695E-06								
SPO0474									1.20699E-05			
SPO0475	9.67716E-06											2.4408E-05
SPO0476		2.31233E-05	5.78083E-06			5.78083E-06	5.78083E-06	5.78083E-06	5.78083E-06			3.99403E-05
SPO0482	0.00282054	0.002132734	0.002580608	0.003332396	0.0015409	0.001924792	0.002351339	0.005459798	0.003332396	0.000302116	0.000241886	0.001031236
SPO0483	4.08691E-05	4.08691E-05	4.08691E-05	4.08691E-05	4.08691E-05	2.29889E-05	0.000125162		9.19555E-05	2.4408E-05		
SPO0484	0.014845482	0.018075831	0.024165832	0.01074037	0.012868438	0.009069297	0.011628863	0.038442522	0.018075831	0.042036593	0.042036593	0.032517492
SPO0485	0.00215493	0.002632477	0.003438337	0.00215493	0.002889158	0.003157779	0.00215493	0.004351646	0.006900552	0.001562109	0.001031236	0.001372947
SPO0486	0.00021357	0.001922126	0.002109544	0.000854278	0.000736597	0.001115792	0.003922706	0.003665551	0.003665551	0.000208565	0.000738341	0.000149327
SPO0487	0.008695722	0.008412953	0.00656444	0.011780471	0.011126131	0.013145239	0.008134858	0.006814492	0.007069218	0.027391822	0.006397625	0.005329318
SPO0488	0.001298788	0.004104812	0.006097088	0.003852269	0.002709817	0.005788426	0.003607745	0.003142746	0.004365371	0.002953362	0.003813742	0.006240669
SPO0490				1.64919E-06	1.64919E-06							
SPO0491										1.29983E-05	4.93644E-06	1.09398E-06
SPO0491a	0.000113467	4.0848E-05		4.0848E-05	4.0848E-05					1.29219E-06		
SPO0493	0.001006828	0.000407724	0.001406231	0.001872201	0.001006828	0.000832089	0.001006828	0.001406231	0.001006828	0.000610199	0.001562109	0.001977044
SPO0494	2.89042E-05	0.004516274	0.000180651	7.22604E-06	0.000180651	0.000260137	0.002341236	7.22604E-06	0.001625859	0.000610199	2.4408E-05	0.000639045
SPO0495	0.003042991	0.00352915	0.002813416	0.003785733	0.002381276	0.004609501	0.004325909	0.00684673	0.0058339	0.000710847	0.00118598	0.007474935
SPO0496	0.001924792	0.003332396	0.004180158	0.003071136	0.002580608	0.006910057	0.00360432	0.004484072	0.003332396	0.001173098	0.000388051	0.000466479
SPO0497	0.00199594	0.004042075	0.004263518	0.003826537	0.003413176	0.003413176	0.005208342	0.004963278	0.006802732	0.002281869	0.00217697	0.001838983
SPO0498	0.001065733	0.0023979	0.003675692	0.001761722	0.004262933	0.002876392	0.003398384	0.013593537	0.009140294	0.003227951	0.002690977	0.000426387
SPO0499	0.001525028	0.003079626	0.003311971	0.00285573	0.002433285	0.00432584	0.002044635	0.003552765	0.00432584	0.002953362	0.002953362	0.002133592
SPO0500	0.002792435	0.013515385	0.002097429	0.002792435	0.002432521	0.004480307	0.013515385	0.008389716	0.013515385	0.003432995	0.007908176	0.007474935
SPO0501	0.001181427	0.002035192	0.003881172	0.001665996	0.001181427	0.002884343	0.001495243	0.003119705	0.010194422	0.003994028	0.000831892	0.000445514
SPO0502	0.003147662	0.006116119	0.006116119	0.005098692	0.004858788	0.007815683	0.00417376	0.00751797	0.009064342	0.003093663	0.012356525	0.009281123
SPO0503	0.000566894	0.002869903	0.003197638	0.002869903	0.001496955	0.002869903	0.000885772	0.000566894	0.01147961	0.000104667	0.00119599	0.001372947
SPO0504	0.001658149	0.001934065	0.001658149	0.00152815	0.00152815	0.000957747	0.00128407	0.001061215	0.001061215	0.002440795	0.000495977	0.004403416
SPO0504a	1.5255E-05	3.43237E-05	6.10199E-05	3.81374E-06		1.5255E-05	3.43237E-05	6.10199E-05	1.5255E-05	1.34274E-06		
SPO0505	0.005320389	0.043878344	0.018640601	0.00909818	0.009458469	0.0415592	0.055533529	0.052063558	0.008744887	0.006645065	0.010257441	0.006907699
SPO0506	5.91423E-05	7.72471E-05	1.08629E-05	5.91423E-05	3.01747E-05	1.08629E-05	1.93118E-05	1.93118E-05	4.82795E-06	0.000142274	0.000123411	7.8983E-05
SPO0507	0.00074513	0.001137032	0.001247899	0.001247899	0.001031322	0.001363923	0.001363923	0.000835371	0.002168354	0.000445514	0.000542482	0.001977044
SPO0508						1.53832E-06			3.84579E-05		5.66164E-06	
SPO0509	0.004325909	0.028809384	0.00405132	0.006500117	0.00684673	0.003785733	0.014625264	0.003042991	0.003281569	0.009281123	0.010763906	0.007474935
SPO0510	0.003552765	0.013725248	0.006759125	0.005174955	0.005474891	0.007451935	0.013725248	0.007101305	0.008178541	0.001769002	0.00586401	0.00881127
SPO0511	0.006864736	0.015924563	0.009139442	0.008897348	0.008897348	0.00988522	0.020746938	0.018951546	0.011464515	0.009023314	0.051647223	0.013969822
SPO0512	0.002259479	0.006919654	0.001416097	0.003298996	0.003075402	0.000882609	0.055549444	0.005966436	0.047464747	0.001150435	0.003227951	0.007908176
SPO0513	1.6272E-05											
SPO0514	0.000119387	0.000171917	0.000171917	0.000201764	7.64075E-05	7.64075E-05	7.64075E-05	0.000233998	0.00026862	0.000878686	0.000177712	0.001031236
SPO0515		3.13458E-05	1.12845E-05	5.01533E-06		5.01533E-06	2.00613E-05	5.01533E-06	1.12845E-05	8.97351E-05	6.5794E-05	5.74722E-05
SPO0516	5.69753E-05	0.000128194	0.000128194	3.95662E-05	5.69753E-05	3.95662E-05	1.42438E-05	2.53224E-05	3.95662E-05	3.99403E-05	3.08527E-05	0.00015255
SPO0517	9.85074E-06		9.85074E-06	9.85074E-06		2.46269E-06		2.21642E-05	2.21642E-05			
SPO0518	8.30691E-05	0.000113066		3.69196E-05	2.07673E-05	9.2299E-06	0.000230747		0.000147678		1.1107E-05	
SPO0519	0.037461226	0.167065998	0.042259315	0.041766499	0.042259315	0.137098173	0.231233215	0.128340215	0.139781924	0.184743777	0.03668883	0.453012671
SPO0520	2.08219E-05	3.25343E-05	1.17123E-05	6.37672E-05	4.68494E-05	1.17123E-05	1.17123E-05			0.000298997	5.49179E-05	1.37295E-05
SPO0521	0.00012567	0.000101793	0.000101793	0.000152061	0.000101793	0.000152061	8.04289E-05	0.00012567	2.01072E-05	0.000808791	7.90818E-05	4.4428E-05
SPO0522	0.00175612	0.003341012	0.001637096	0.002138248	0.00175612	0.00317605	0.003510151	0.004042625	0.003015264	0.001290369	0.004183228	0.011282575
SPO0523	0.000324958	0.000159229	0.000207973	5.19933E-05	2.92462E-05	2.92462E-05	8.12395E-05	8.12395E-05	8.12395E-05	7.8983E-05	0.000219672	
SPO0524	2.60274E-06		2.34247E-05									
SPO0526	0.000231535	0.000430541	0.000430541	0.000375049	0.000375049	0.00101225	0.000430541	0.00048986	0.000231535	0.000878686	0.00119599	0.001687477
SPO0527	0.000137833	0.000174445	0.000363966	0.000215364	0.000310125	0.000310125	0.000215364	0.000260591	0.000174445	0.000356658	0.000530323	0.000369002
SPO0528						4.72412E-06						
SPO0530	2.53078E-06	1.01231E-05	1.01231E-05	2.53078E-06		1.01231E-05	2.2777E-05	4.04925E-05	6.32695E-05	2.4408E-05	5.49179E-05	1.68116E-05
SPO0531	0.000224155	0.000439343	0.000109836	0.000322783	0.000224155	8.06957E-05	0.000378821	5.60387E-05	0.000322783	0.000390527	0.000489268	4.77124E-05
SPO0532	0.000202899	0.000360709	0.000292174	0.000260612	0.000397681	0.000230854	0.000260612	0.00032554	0.000152399	0.004448349	0.003227951	0.00058007
SPO0534	7.47182E-06	1.68116E-05	1.68116E-05	6.72464E-05	1.68116E-05	1.68116E-05	7.47182E-06	1.68116E-05	1.86796E-06		1.23411E-06	6.10199E-06
SPO0537				3.89489E-06								
SPO0538			4.48309E-05				0.00010087	4.48309E-05	0.000179324			
SPO0540	1.04716E-05	1.04716E-05	1.04716E-05			1.86162E-05		4.65406E-06		4.93644E-06		8.98656E-05
SPO0541	4.2886E-05	2.97819E-05	7.62418E-05	5.83726E-05	5.83726E-05	7.62418E-05	4.2886E-05	9.64935E-05	1.07215E-05	0.00015255	0.00015255	6.33171E-05
SPO0543	1.31698E-06	5.2679E-06	1.18528E-05	5.2679E-06	2.10716E-05	1.18528E-05		1.31698E-06		1.13938E-06		
