gene_callers_id	DSS3_ac_a	DSS3_ac_b	DSS3_glc_a	DSS3_glc_ac_19_a	DSS3_glc_ac_19_b	DSS3_glc_ac_19_c	DSS3_glc_ac_34_a	DSS3_glc_ac_34_b	DSS3_glc_ac_34_c	DSS3_glc_b	DSS3_glc_c
370	10089.708398133747	9973.618973561432	219.26283048211508	4804.008553654743	3996.362363919129	3972.894245723173	162.69517884914464	160.97822706065318	222.35769828926905	261.3810264385692	242.0054432348367
371	4999.183588317107	5624.340751043115	371.77468706536854	739.1223922114048	535.6411682892907	546.4144645340751	311.7413073713491	358.01390820584146	406.0667593880389	358.76773296244784	339.702364394993
372	169.4843260188088	237.85579937304075	28.379310344827587	101.50156739811912	70.87460815047022	68.61442006269593	25.413793103448278	25.15203761755486	34.85109717868338	26.401253918495296	24.733542319749215
373	355.45168217609165	420.032927702219	258.1968503937008	322.86471009305654	255.7093772369363	243.67859699355762	210.67358625626343	208.7444523979957	299.69005010737294	320.62777380100215	274.369362920544
374	1242.038895859473	1665.4542032622335	583.577164366374	884.6323713927227	662.0	685.3989962358845	466.1781681304893	453.5319949811794	660.1442910915935	810.3161856963613	672.0276035131744
375	952.96	1110.0557894736842	337.36526315789473	632.6168421052631	448.6431578947368	430.23894736842107	270.9736842105263	254.2757894736842	356.45473684210526	401.19894736842105	362.18631578947367
376	344.5599173553719	438.676652892562	137.13842975206612	278.4080578512397	196.14979338842974	187.99276859504133	126.3305785123967	111.44111570247934	173.13739669421489	155.5082644628099	140.40495867768595
377	358.9058500914077	383.92870201096895	141.27239488117002	267.2550274223035	191.18098720292505	179.78153564899452	129.11334552102377	115.53656307129799	159.79341864716636	169.82632541133455	148.1106032906764
378	300.78024852845	311.5820797907129	141.7083060824068	193.76389797253105	140.3826030085023	135.66644865925443	114.19162851536952	104.06932635709614	150.35971223021582	160.10202746893395	144.79790712884238
379	1097.62124248497	1293.7314629258517	596.5160320641282	694.5170340681362	528.4759519038076	532.3847695390782	389.0430861723447	374.4939879759519	576.2124248496993	815.628256513026	604.9318637274549
380	63.648910411622275	71.16707021791767	24.60048426150121	38.832929782082324	24.883777239709442	25.699757869249396	32.932203389830505	25.949152542372882	36.32687651331719	25.215496368038743	27.491525423728813
381	190.23559322033898	221.535593220339	82.2	122.69661016949152	93.73728813559322	95.97627118644068	132.5491525423729	121.24745762711865	164.70677966101695	93.13389830508474	88.34915254237288
382	1486.2753108348136	1647.8685612788631	599.227353463588	805.3410301953819	638.0550621669627	591.8721136767318	1318.9040852575488	1081.0053285968029	1696.53108348135	530.5310834813499	511.3285968028419
383	40.95928338762215	44.29478827361564	13.317589576547231	31.110749185667753	24.438110749185668	23.395765472312704	23.017915309446256	32.84201954397394	34.59446254071661	10.428338762214985	10.915309446254073
384	256.56101694915253	282.1915254237288	152.25932203389831	197.6	142.37457627118644	133.13728813559322	205.9677966101695	160.68474576271186	247.19152542372882	191.0813559322034	173.88135593220338
385	525.1905564924115	648.1618887015177	386.2681281618887	439.2327150084317	332.54806070826305	303.82462057335584	359.7453625632378	338.41652613827995	509.7622259696459	498.13490725126474	443.3726812816189
386	598.3340425531915	577.9191489361702	564.1127659574468	480.47872340425533	361.95531914893616	337.63829787234044	467.81489361702126	465.5787234042553	626.2276595744681	672.9744680851064	606.4340425531915
387	108.11748120300751	134.05733082706766	161.25281954887217	143.69078947368422	102.82142857142857	96.75751879699249	193.02537593984962	191.8468045112782	274.7753759398496	204.4266917293233	161.9765037593985
388	141.4704519119351	177.80417149478563	368.6987253765933	203.79026651216685	142.08227114716107	136.52375434530705	530.8516801853998	474.694090382387	689.8424101969872	471.1123986095017	391.08922363847046
389	22.11062906724512	25.06290672451193	26.13882863340564	21.934924078091107	17.516268980477225	18.290672451193057	30.622559652928416	21.440347071583513	33.711496746203906	29.156182212581346	28.928416485900218
390	41.12678741658723	69.93708293612964	71.71115347950429	66.51382268827454	51.3489037178265	53.843660629170635	80.59771210676836	62.532888465204955	105.57769304099142	62.20877025738799	55.09914204003813
391	137.78144329896907	172.20618556701032	124.60618556701031	204.63711340206186	147.83711340206185	137.67422680412372	148.25154639175258	117.67835051546392	193.93814432989691	152.3896907216495	142.77938144329897
392	368.4192913385827	439.6437007874016	318.5423228346457	550.3877952755905	417.6978346456693	405.24901574803147	344.37007874015745	293.63287401574803	435.8622047244094	389.1545275590551	348.85728346456693
393	157.07019704433498	151.07019704433498	199.95812807881774	200.1600985221675	145.40886699507388	150.31034482758622	121.78694581280789	123.8756157635468	174.32758620689654	220.74507389162562	199.47536945812809
394	366.21989528795814	288.848167539267	288.413612565445	334.9476439790576	213.92146596858638	233.07329842931938	179.10471204188482	182.39267015706807	239.2041884816754	272.79057591623035	276.70157068062827
395	330.416095890411	427.3510273972603	244.06164383561645	433.1010273972603	336.95376712328766	355.82876712328766	203.88698630136986	219.42123287671234	290.4931506849315	295.9178082191781	273.86986301369865
396	319.9338092147956	403.05710577547046	233.27060350421803	387.05970149253733	292.57884490590527	285.3575600259572	230.99221284879948	212.97858533419858	306.9584685269306	282.45425048669694	260.8559377027904
397	439.6386647101981	455.0719002201027	321.6452677916361	445.31548055759356	310.6643433602348	294.48606016140866	258.62949376375644	233.14380044020544	328.2509170946442	345.8749082905356	329.9743213499633
398	1026.6340425531914	1204.0068085106384	1088.9727659574469	996.6331914893617	778.6646808510638	762.1063829787234	1124.2051063829788	947.6297872340425	1515.0314893617021	1421.0936170212765	1138.7012765957447
399	275.79813302217036	307.6977829638273	235.24270711785297	228.5110851808635	190.81680280046675	199.13885647607935	182.14702450408402	204.06417736289382	277.267211201867	299.7129521586931	271.5379229871645
400	205.12398921832883	259.59299191374663	112.52021563342318	160.11859838274933	106.35309973045823	109.55525606469003	93.83018867924528	78.71159029649596	126.23180592991913	123.62264150943396	121.5256064690027
401	386.56223175965664	495.0793991416309	376.1233905579399	461.3905579399142	343.94849785407723	348.5375536480687	309.7886266094421	297.42703862660943	430.5901287553648	473.5847639484979	404.96030042918454
402	332.18295904887714	406.2635402906209	111.08454425363276	201.85997357992073	158.50264200792603	159.2899603698811	126.52047556142668	131.34147952443857	166.42602377807134	129.89299867899604	109.35733157199472
403	66.56	71.83657142857143	39.181714285714285	63.168	46.856	49.054857142857145	41.83657142857143	38.36571428571428	58.47542857142857	42.754285714285714	37.53828571428571
404	117.159169550173	151.46712802768167	108.25951557093425	135.6349480968858	90.9083044982699	96.47750865051903	101.14878892733564	101.24048442906575	135.59342560553634	128.32006920415225	112.47231833910034
